Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Regulation Of Ras Protein Signal Transduction (GO:0046578),1/76,0.8659919144755566,0.9050214474349636,0,0,0.4975384615384615,0.0715856881154443,SYDE1
GO_Biological_Process_2023,Regulation Of Immune Response (GO:0050776),1/77,0.8694960949982767,0.9066606653989157,0,0,0.4909665991902834,0.0686574743995646,COL3A1
GO_Biological_Process_2023,Chloride Transport (GO:0006821),1/77,0.8694960949982767,0.9066606653989157,0,0,0.4909665991902834,0.0686574743995646,SLC5A8
GO_Biological_Process_2023,Positive Regulation Of Response To Stimulus (GO:0048584),1/77,0.8694960949982767,0.9066606653989157,0,0,0.4909665991902834,0.0686574743995646,EYA4
GO_Biological_Process_2023,Positive Regulation Of Synaptic Transmission (GO:0050806),1/77,0.8694960949982767,0.9066606653989157,0,0,0.4909665991902834,0.0686574743995646,SHANK3
GO_Biological_Process_2023,Regulation Of T Cell Proliferation (GO:0042129),1/77,0.8694960949982767,0.9066606653989157,0,0,0.4909665991902834,0.0686574743995646,IL6
GO_Biological_Process_2023,Non-Membrane-Bounded Organelle Assembly (GO:0140694),2/135,0.8701910553238654,0.9069815093762764,0,0,0.5605342836860938,0.0779380812013332,LMOD1;MYL9
GO_Biological_Process_2023,Proteolysis Involved In Protein Catabolic Process (GO:0051603),1/78,0.87290881442966,0.9094094499084802,0,0,0.4845654345654345,0.0658641590700725,CTSK
GO_Biological_Process_2023,Endocytosis (GO:0006897),3/189,0.873334442599723,0.9094483168379508,0,0,0.600728608793125,0.0813607008172073,CAV1;TMEM108;LDLRAD3
GO_Biological_Process_2023,Protein Localization To Organelle (GO:0033365),2/137,0.8754705364611011,0.9104420632435006,0,0,0.5521729822307857,0.0734355727877131,MSX1;OBSL1
GO_Biological_Process_2023,Response To Insulin (GO:0032868),1/79,0.8762324554017296,0.9104420632435006,0,0,0.4783284023668639,0.0631985963989267,INHBB
GO_Biological_Process_2023,Vesicle Fusion (GO:0006906),1/79,0.8762324554017296,0.9104420632435006,0,0,0.4783284023668639,0.0631985963989267,SNCA
GO_Biological_Process_2023,Positive Regulation Of Catabolic Process (GO:0009896),1/79,0.8762324554017296,0.9104420632435006,0,0,0.4783284023668639,0.0631985963989267,CLU
